App,Test,Name,PO?,Group,Lab,Exp,Time,LOC,PO Time,# Test Cases Implemented,% over all,Total Time,Total Time h,Time 1x,Time 10x,Time 10000x
Addressbook,Addressbook1,student_0,PO-No,C-Addressbook,first-day,msc-x,"1160,000","4,000","0,000","5,000","25,000","3611,000","1,003","1160,000","1160,000","1160,000"
Addressbook,Addressbook1,student_1,PO-No,C-Addressbook,first-day,msc-x,"402,000","4,000","0,000","16,000","80,000","5410,000","1,503","402,000","402,000","402,000"
Addressbook,Addressbook1,student_4,PO-No,A-Addressbook,second-day,msc-x,"341,000","7,000","0,000","11,000","55,000","3348,000","0,930","341,000","341,000","341,000"
Addressbook,Addressbook1,student_5,PO-No,A-Addressbook,second-day,msc-x,"418,000","3,000","0,000","19,000","95,000","5350,000","1,486","418,000","418,000","418,000"
Addressbook,Addressbook1,student_7,PO-No,A-Addressbook,second-day,msc-x,"409,000","10,000","0,000","10,000","50,000","3835,000","1,065","409,000","409,000","409,000"
Addressbook,Addressbook1,student_8,PO-No,C-Addressbook,first-day,msc-x,"995,000","2,000","0,000","11,000","55,000","5048,000","1,402","995,000","995,000","995,000"
Addressbook,Addressbook1,student_9,PO-No,C-Addressbook,first-day,msc-y,"914,000","18,000","0,000","10,000","50,000","4522,000","1,256","914,000","914,000","914,000"
Addressbook,Addressbook1,student_10,PO-No,A-Addressbook,second-day,msc-y,"874,000","10,000","0,000","18,000","90,000","9098,000","2,527","874,000","874,000","874,000"
Addressbook,Addressbook1,student_11,PO-No,C-Addressbook,first-day,msc-y,"69,000","5,000","0,000","7,000","35,000","6537,000","1,816","69,000","69,000","69,000"
Addressbook,Addressbook1,student_13,PO-No,A-Addressbook,second-day,msc-y,"1934,000","10,000","0,000","12,000","60,000","12749,000","3,541","1934,000","1934,000","1934,000"
Addressbook,Addressbook1,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","9,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook1,student_17,PO-No,A-Addressbook,second-day,msc-y,"856,000","7,000","0,000","13,000","65,000","8930,000","2,481","856,000","856,000","856,000"
Addressbook,Addressbook1,student_19,PO-No,C-Addressbook,first-day,phd,"1166,000","5,000","0,000","10,000","50,000","7770,000","2,158","1166,000","1166,000","1166,000"
Addressbook,Addressbook1,student_22,PO-No,C-Addressbook,first-day,phd,"619,000","12,000","0,000","16,000","80,000","5417,000","1,505","619,000","619,000","619,000"
Addressbook,Addressbook1,student_23,PO-No,C-Addressbook,first-day,phd,"618,000","4,000","0,000","10,000","50,000","8221,000","2,284","618,000","618,000","618,000"
Addressbook,Addressbook1,student_27,PO-No,A-Addressbook,second-day,phd,"605,000","6,000","0,000","12,000","60,000","4926,000","1,368","605,000","605,000","605,000"
Addressbook,Addressbook1,student_28,PO-No,A-Addressbook,second-day,phd,"492,000","5,000","0,000","20,000","100,000","10966,000","3,046","492,000","492,000","492,000"
Addressbook,Addressbook1,student_31,PO-No,A-Addressbook,second-day,phd,"853,000","11,000","0,000","12,000","60,000","6041,000","1,678","853,000","853,000","853,000"
Addressbook,Addressbook1,student_33,PO-No,A-Addressbook,second-day,phd,"851,000","7,000","0,000","18,000","90,000","10641,000","2,956","851,000","851,000","851,000"
Addressbook,Addressbook1,student_35,PO-No,A-Addressbook,second-day,phd,"547,000","14,000","0,000","17,000","85,000","8069,000","2,241","547,000","547,000","547,000"
Addressbook,Addressbook1,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"1491,000","5,000","4201,000","5,000","25,000","6251,000","1,736","2331,200","1575,020","1491,084"
Addressbook,Addressbook1,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"270,000","8,000","3636,000","9,000","45,000","6265,000","1,740","674,000","310,400","270,040"
Addressbook,Addressbook1,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"476,000","8,000","2933,000","10,000","50,000","6454,000","1,793","769,300","505,330","476,029"
Addressbook,Addressbook1,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"1404,000","9,000","5238,000","4,000","20,000","7407,000","2,058","2713,500","1534,950","1404,131"
Addressbook,Addressbook1,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"415,000","4,000","5651,000","4,000","20,000","6522,000","1,812","1827,750","556,275","415,141"
Addressbook,Addressbook1,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"518,000","3,000","5868,000","4,000","20,000","7071,000","1,964","1985,000","664,700","518,147"
Addressbook,Addressbook1,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"546,000","6,000","4286,000","15,000","75,000","9914,000","2,754","831,733","574,573","546,029"
Addressbook,Addressbook1,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"826,000","13,000","5484,000","13,000","65,000","11406,000","3,168","1247,846","868,185","826,042"
Addressbook,Addressbook1,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"1494,000","9,000","4932,000","5,000","25,000","7652,000","2,126","2480,400","1592,640","1494,099"
Addressbook,Addressbook1,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"455,000","5,000","3754,000","20,000","100,000","10914,000","3,032","642,700","473,770","455,019"
Addressbook,Addressbook1,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"246,000","8,000","7650,000","19,000","95,000","11633,000","3,231","648,632","286,263","246,040"
Addressbook,Addressbook1,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"582,000","8,000","8551,000","15,000","75,000","13810,000","3,836","1152,067","639,007","582,057"
Addressbook,Addressbook1,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"698,000","5,000","4713,000","5,000","25,000","7473,000","2,076","1640,600","792,260","698,094"
Addressbook,Addressbook1,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"179,000","11,000","2904,000","20,000","100,000","8100,000","2,250","324,200","193,520","179,015"
Addressbook,Addressbook1,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"1524,000","7,000","7401,000","8,000","40,000","10965,000","3,046","2449,125","1616,513","1524,093"
Addressbook,Addressbook1,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"402,000","8,000","5940,000","20,000","100,000","11389,000","3,164","699,000","431,700","402,030"
Addressbook,Addressbook2,student_0,PO-No,C-Addressbook,first-day,msc-x,"831,000","7,000","0,000","5,000","25,000","3611,000","1,003","831,000","831,000","831,000"
Addressbook,Addressbook2,student_1,PO-No,C-Addressbook,first-day,msc-x,"191,000","4,000","0,000","16,000","80,000","5410,000","1,503","191,000","191,000","191,000"
Addressbook,Addressbook2,student_4,PO-No,A-Addressbook,second-day,msc-x,"239,000","7,000","0,000","11,000","55,000","3348,000","0,930","239,000","239,000","239,000"
Addressbook,Addressbook2,student_5,PO-No,A-Addressbook,second-day,msc-x,"286,000","4,000","0,000","19,000","95,000","5350,000","1,486","286,000","286,000","286,000"
Addressbook,Addressbook2,student_7,PO-No,A-Addressbook,second-day,msc-x,"702,000","13,000","0,000","10,000","50,000","3835,000","1,065","702,000","702,000","702,000"
Addressbook,Addressbook2,student_8,PO-No,C-Addressbook,first-day,msc-x,"228,000","3,000","0,000","11,000","55,000","5048,000","1,402","228,000","228,000","228,000"
Addressbook,Addressbook2,student_9,PO-No,C-Addressbook,first-day,msc-y,"609,000","16,000","0,000","10,000","50,000","4522,000","1,256","609,000","609,000","609,000"
Addressbook,Addressbook2,student_10,PO-No,A-Addressbook,second-day,msc-y,"434,000","12,000","0,000","18,000","90,000","9098,000","2,527","434,000","434,000","434,000"
Addressbook,Addressbook2,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","7,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook2,student_13,PO-No,A-Addressbook,second-day,msc-y,"970,000","11,000","0,000","12,000","60,000","12749,000","3,541","970,000","970,000","970,000"
Addressbook,Addressbook2,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","10,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook2,student_17,PO-No,A-Addressbook,second-day,msc-y,"478,000","8,000","0,000","13,000","65,000","8930,000","2,481","478,000","478,000","478,000"
Addressbook,Addressbook2,student_19,PO-No,C-Addressbook,first-day,phd,"427,000","5,000","0,000","10,000","50,000","7770,000","2,158","427,000","427,000","427,000"
Addressbook,Addressbook2,student_22,PO-No,C-Addressbook,first-day,phd,"630,000","14,000","0,000","16,000","80,000","5417,000","1,505","630,000","630,000","630,000"
Addressbook,Addressbook2,student_23,PO-No,C-Addressbook,first-day,phd,"780,000","6,000","0,000","10,000","50,000","8221,000","2,284","780,000","780,000","780,000"
Addressbook,Addressbook2,student_27,PO-No,A-Addressbook,second-day,phd,"274,000","5,000","0,000","12,000","60,000","4926,000","1,368","274,000","274,000","274,000"
Addressbook,Addressbook2,student_28,PO-No,A-Addressbook,second-day,phd,"175,000","5,000","0,000","20,000","100,000","10966,000","3,046","175,000","175,000","175,000"
Addressbook,Addressbook2,student_31,PO-No,A-Addressbook,second-day,phd,"1057,000","12,000","0,000","12,000","60,000","6041,000","1,678","1057,000","1057,000","1057,000"
Addressbook,Addressbook2,student_33,PO-No,A-Addressbook,second-day,phd,"246,000","8,000","0,000","18,000","90,000","10641,000","2,956","246,000","246,000","246,000"
Addressbook,Addressbook2,student_35,PO-No,A-Addressbook,second-day,phd,"311,000","18,000","0,000","17,000","85,000","8069,000","2,241","311,000","311,000","311,000"
Addressbook,Addressbook2,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"158,000","8,000","4201,000","5,000","25,000","6251,000","1,736","998,200","242,020","158,084"
Addressbook,Addressbook2,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"246,000","6,000","3636,000","9,000","45,000","6265,000","1,740","650,000","286,400","246,040"
Addressbook,Addressbook2,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"149,000","8,000","2933,000","10,000","50,000","6454,000","1,793","442,300","178,330","149,029"
Addressbook,Addressbook2,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"486,000","10,000","5238,000","4,000","20,000","7407,000","2,058","1795,500","616,950","486,131"
Addressbook,Addressbook2,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"326,000","6,000","5651,000","4,000","20,000","6522,000","1,812","1738,750","467,275","326,141"
Addressbook,Addressbook2,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"359,000","4,000","5868,000","4,000","20,000","7071,000","1,964","1826,000","505,700","359,147"
Addressbook,Addressbook2,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"134,000","6,000","4286,000","15,000","75,000","9914,000","2,754","419,733","162,573","134,029"
Addressbook,Addressbook2,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"826,000","15,000","5484,000","13,000","65,000","11406,000","3,168","1247,846","868,185","826,042"
Addressbook,Addressbook2,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"336,000","11,000","4932,000","5,000","25,000","7652,000","2,126","1322,400","434,640","336,099"
Addressbook,Addressbook2,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"255,000","4,000","3754,000","20,000","100,000","10914,000","3,032","442,700","273,770","255,019"
Addressbook,Addressbook2,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"368,000","9,000","7650,000","19,000","95,000","11633,000","3,231","770,632","408,263","368,040"
Addressbook,Addressbook2,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"271,000","9,000","8551,000","15,000","75,000","13810,000","3,836","841,067","328,007","271,057"
Addressbook,Addressbook2,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"518,000","4,000","4713,000","5,000","25,000","7473,000","2,076","1460,600","612,260","518,094"
Addressbook,Addressbook2,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"97,000","9,000","2904,000","20,000","100,000","8100,000","2,250","242,200","111,520","97,015"
Addressbook,Addressbook2,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","5,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook2,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"150,000","10,000","5940,000","20,000","100,000","11389,000","3,164","447,000","179,700","150,030"
Addressbook,Addressbook3,student_0,PO-No,C-Addressbook,first-day,msc-x,"62,000","5,000","0,000","5,000","25,000","3611,000","1,003","62,000","62,000","62,000"
Addressbook,Addressbook3,student_1,PO-No,C-Addressbook,first-day,msc-x,"58,000","2,000","0,000","16,000","80,000","5410,000","1,503","58,000","58,000","58,000"
Addressbook,Addressbook3,student_4,PO-No,A-Addressbook,second-day,msc-x,"81,000","7,000","0,000","11,000","55,000","3348,000","0,930","81,000","81,000","81,000"
Addressbook,Addressbook3,student_5,PO-No,A-Addressbook,second-day,msc-x,"43,000","4,000","0,000","19,000","95,000","5350,000","1,486","43,000","43,000","43,000"
Addressbook,Addressbook3,student_7,PO-No,A-Addressbook,second-day,msc-x,"181,000","7,000","0,000","10,000","50,000","3835,000","1,065","181,000","181,000","181,000"
Addressbook,Addressbook3,student_8,PO-No,C-Addressbook,first-day,msc-x,"295,000","3,000","0,000","11,000","55,000","5048,000","1,402","295,000","295,000","295,000"
Addressbook,Addressbook3,student_9,PO-No,C-Addressbook,first-day,msc-y,"34,000","15,000","0,000","10,000","50,000","4522,000","1,256","34,000","34,000","34,000"
Addressbook,Addressbook3,student_10,PO-No,A-Addressbook,second-day,msc-y,"225,000","7,000","0,000","18,000","90,000","9098,000","2,527","225,000","225,000","225,000"
Addressbook,Addressbook3,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","7,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook3,student_13,PO-No,A-Addressbook,second-day,msc-y,"87,000","9,000","0,000","12,000","60,000","12749,000","3,541","87,000","87,000","87,000"
Addressbook,Addressbook3,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","10,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook3,student_17,PO-No,A-Addressbook,second-day,msc-y,"91,000","4,000","0,000","13,000","65,000","8930,000","2,481","91,000","91,000","91,000"
Addressbook,Addressbook3,student_19,PO-No,C-Addressbook,first-day,phd,"132,000","3,000","0,000","10,000","50,000","7770,000","2,158","132,000","132,000","132,000"
Addressbook,Addressbook3,student_22,PO-No,C-Addressbook,first-day,phd,"68,000","10,000","0,000","16,000","80,000","5417,000","1,505","68,000","68,000","68,000"
Addressbook,Addressbook3,student_23,PO-No,C-Addressbook,first-day,phd,"51,000","5,000","0,000","10,000","50,000","8221,000","2,284","51,000","51,000","51,000"
Addressbook,Addressbook3,student_27,PO-No,A-Addressbook,second-day,phd,"201,000","3,000","0,000","12,000","60,000","4926,000","1,368","201,000","201,000","201,000"
Addressbook,Addressbook3,student_28,PO-No,A-Addressbook,second-day,phd,"186,000","3,000","0,000","20,000","100,000","10966,000","3,046","186,000","186,000","186,000"
Addressbook,Addressbook3,student_31,PO-No,A-Addressbook,second-day,phd,"110,000","12,000","0,000","12,000","60,000","6041,000","1,678","110,000","110,000","110,000"
Addressbook,Addressbook3,student_33,PO-No,A-Addressbook,second-day,phd,"60,000","8,000","0,000","18,000","90,000","10641,000","2,956","60,000","60,000","60,000"
Addressbook,Addressbook3,student_35,PO-No,A-Addressbook,second-day,phd,"98,000","18,000","0,000","17,000","85,000","8069,000","2,241","98,000","98,000","98,000"
Addressbook,Addressbook3,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"87,000","7,000","4201,000","5,000","25,000","6251,000","1,736","927,200","171,020","87,084"
Addressbook,Addressbook3,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"95,000","6,000","3636,000","9,000","45,000","6265,000","1,740","499,000","135,400","95,040"
Addressbook,Addressbook3,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"47,000","4,000","2933,000","10,000","50,000","6454,000","1,793","340,300","76,330","47,029"
Addressbook,Addressbook3,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"65,000","6,000","5238,000","4,000","20,000","7407,000","2,058","1374,500","195,950","65,131"
Addressbook,Addressbook3,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"44,000","4,000","5651,000","4,000","20,000","6522,000","1,812","1456,750","185,275","44,141"
Addressbook,Addressbook3,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"164,000","4,000","5868,000","4,000","20,000","7071,000","1,964","1631,000","310,700","164,147"
Addressbook,Addressbook3,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"49,000","6,000","4286,000","15,000","75,000","9914,000","2,754","334,733","77,573","49,029"
Addressbook,Addressbook3,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"310,000","7,000","5484,000","13,000","65,000","11406,000","3,168","731,846","352,185","310,042"
Addressbook,Addressbook3,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"73,000","7,000","4932,000","5,000","25,000","7652,000","2,126","1059,400","171,640","73,099"
Addressbook,Addressbook3,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"51,000","4,000","3754,000","20,000","100,000","10914,000","3,032","238,700","69,770","51,019"
Addressbook,Addressbook3,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"46,000","9,000","7650,000","19,000","95,000","11633,000","3,231","448,632","86,263","46,040"
Addressbook,Addressbook3,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"175,000","5,000","8551,000","15,000","75,000","13810,000","3,836","745,067","232,007","175,057"
Addressbook,Addressbook3,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"131,000","4,000","4713,000","5,000","25,000","7473,000","2,076","1073,600","225,260","131,094"
Addressbook,Addressbook3,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"5,000","3,000","2904,000","20,000","100,000","8100,000","2,250","150,200","19,520","5,015"
Addressbook,Addressbook3,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","5,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook3,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"38,000","8,000","5940,000","20,000","100,000","11389,000","3,164","335,000","67,700","38,030"
Addressbook,Addressbook4,student_0,PO-No,C-Addressbook,first-day,msc-x,"129,000","8,000","0,000","5,000","25,000","3611,000","1,003","129,000","129,000","129,000"
Addressbook,Addressbook4,student_1,PO-No,C-Addressbook,first-day,msc-x,"104,000","6,000","0,000","16,000","80,000","5410,000","1,503","104,000","104,000","104,000"
Addressbook,Addressbook4,student_4,PO-No,A-Addressbook,second-day,msc-x,"294,000","9,000","0,000","11,000","55,000","3348,000","0,930","294,000","294,000","294,000"
Addressbook,Addressbook4,student_5,PO-No,A-Addressbook,second-day,msc-x,"0,000","6,000","0,000","19,000","95,000","5350,000","1,486","0,000","0,000","0,000"
Addressbook,Addressbook4,student_7,PO-No,A-Addressbook,second-day,msc-x,"238,000","16,000","0,000","10,000","50,000","3835,000","1,065","238,000","238,000","238,000"
Addressbook,Addressbook4,student_8,PO-No,C-Addressbook,first-day,msc-x,"231,000","4,000","0,000","11,000","55,000","5048,000","1,402","231,000","231,000","231,000"
Addressbook,Addressbook4,student_9,PO-No,C-Addressbook,first-day,msc-y,"109,000","17,000","0,000","10,000","50,000","4522,000","1,256","109,000","109,000","109,000"
Addressbook,Addressbook4,student_10,PO-No,A-Addressbook,second-day,msc-y,"334,000","15,000","0,000","18,000","90,000","9098,000","2,527","334,000","334,000","334,000"
Addressbook,Addressbook4,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","8,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook4,student_13,PO-No,A-Addressbook,second-day,msc-y,"127,000","13,000","0,000","12,000","60,000","12749,000","3,541","127,000","127,000","127,000"
Addressbook,Addressbook4,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","14,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook4,student_17,PO-No,A-Addressbook,second-day,msc-y,"199,000","10,000","0,000","13,000","65,000","8930,000","2,481","199,000","199,000","199,000"
Addressbook,Addressbook4,student_19,PO-No,C-Addressbook,first-day,phd,"255,000","6,000","0,000","10,000","50,000","7770,000","2,158","255,000","255,000","255,000"
Addressbook,Addressbook4,student_22,PO-No,C-Addressbook,first-day,phd,"332,000","16,000","0,000","16,000","80,000","5417,000","1,505","332,000","332,000","332,000"
Addressbook,Addressbook4,student_23,PO-No,C-Addressbook,first-day,phd,"156,000","6,000","0,000","10,000","50,000","8221,000","2,284","156,000","156,000","156,000"
Addressbook,Addressbook4,student_27,PO-No,A-Addressbook,second-day,phd,"274,000","5,000","0,000","12,000","60,000","4926,000","1,368","274,000","274,000","274,000"
Addressbook,Addressbook4,student_28,PO-No,A-Addressbook,second-day,phd,"290,000","6,000","0,000","20,000","100,000","10966,000","3,046","290,000","290,000","290,000"
Addressbook,Addressbook4,student_31,PO-No,A-Addressbook,second-day,phd,"139,000","14,000","0,000","12,000","60,000","6041,000","1,678","139,000","139,000","139,000"
Addressbook,Addressbook4,student_33,PO-No,A-Addressbook,second-day,phd,"104,000","9,000","0,000","18,000","90,000","10641,000","2,956","104,000","104,000","104,000"
Addressbook,Addressbook4,student_35,PO-No,A-Addressbook,second-day,phd,"203,000","22,000","0,000","17,000","85,000","8069,000","2,241","203,000","203,000","203,000"
Addressbook,Addressbook4,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"185,000","9,000","4201,000","5,000","25,000","6251,000","1,736","1025,200","269,020","185,084"
Addressbook,Addressbook4,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"154,000","12,000","3636,000","9,000","45,000","6265,000","1,740","558,000","194,400","154,040"
Addressbook,Addressbook4,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"252,000","12,000","2933,000","10,000","50,000","6454,000","1,793","545,300","281,330","252,029"
Addressbook,Addressbook4,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"214,000","12,000","5238,000","4,000","20,000","7407,000","2,058","1523,500","344,950","214,131"
Addressbook,Addressbook4,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"86,000","8,000","5651,000","4,000","20,000","6522,000","1,812","1498,750","227,275","86,141"
Addressbook,Addressbook4,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"162,000","5,000","5868,000","4,000","20,000","7071,000","1,964","1629,000","308,700","162,147"
Addressbook,Addressbook4,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"162,000","7,000","4286,000","15,000","75,000","9914,000","2,754","447,733","190,573","162,029"
Addressbook,Addressbook4,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"245,000","18,000","5484,000","13,000","65,000","11406,000","3,168","666,846","287,185","245,042"
Addressbook,Addressbook4,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"364,000","14,000","4932,000","5,000","25,000","7652,000","2,126","1350,400","462,640","364,099"
Addressbook,Addressbook4,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"171,000","7,000","3754,000","20,000","100,000","10914,000","3,032","358,700","189,770","171,019"
Addressbook,Addressbook4,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"129,000","12,000","7650,000","19,000","95,000","11633,000","3,231","531,632","169,263","129,040"
Addressbook,Addressbook4,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"118,000","11,000","8551,000","15,000","75,000","13810,000","3,836","688,067","175,007","118,057"
Addressbook,Addressbook4,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"199,000","6,000","4713,000","5,000","25,000","7473,000","2,076","1141,600","293,260","199,094"
Addressbook,Addressbook4,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"295,000","11,000","2904,000","20,000","100,000","8100,000","2,250","440,200","309,520","295,015"
Addressbook,Addressbook4,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","9,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook4,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"111,000","12,000","5940,000","20,000","100,000","11389,000","3,164","408,000","140,700","111,030"
Addressbook,Addressbook5,student_0,PO-No,C-Addressbook,first-day,msc-x,"1429,000","19,000","0,000","5,000","25,000","3611,000","1,003","1429,000","1429,000","1429,000"
Addressbook,Addressbook5,student_1,PO-No,C-Addressbook,first-day,msc-x,"1669,000","18,000","0,000","16,000","80,000","5410,000","1,503","1669,000","1669,000","1669,000"
Addressbook,Addressbook5,student_4,PO-No,A-Addressbook,second-day,msc-x,"1436,000","6,000","0,000","11,000","55,000","3348,000","0,930","1436,000","1436,000","1436,000"
Addressbook,Addressbook5,student_5,PO-No,A-Addressbook,second-day,msc-x,"1188,000","8,000","0,000","19,000","95,000","5350,000","1,486","1188,000","1188,000","1188,000"
Addressbook,Addressbook5,student_7,PO-No,A-Addressbook,second-day,msc-x,"1428,000","37,000","0,000","10,000","50,000","3835,000","1,065","1428,000","1428,000","1428,000"
Addressbook,Addressbook5,student_8,PO-No,C-Addressbook,first-day,msc-x,"1673,000","10,000","0,000","11,000","55,000","5048,000","1,402","1673,000","1673,000","1673,000"
Addressbook,Addressbook5,student_9,PO-No,C-Addressbook,first-day,msc-y,"1839,000","30,000","0,000","10,000","50,000","4522,000","1,256","1839,000","1839,000","1839,000"
Addressbook,Addressbook5,student_10,PO-No,A-Addressbook,second-day,msc-y,"1035,000","36,000","0,000","18,000","90,000","9098,000","2,527","1035,000","1035,000","1035,000"
Addressbook,Addressbook5,student_11,PO-No,C-Addressbook,first-day,msc-y,"4080,000","20,000","0,000","7,000","35,000","6537,000","1,816","4080,000","4080,000","4080,000"
Addressbook,Addressbook5,student_13,PO-No,A-Addressbook,second-day,msc-y,"2050,000","36,000","0,000","12,000","60,000","12749,000","3,541","2050,000","2050,000","2050,000"
Addressbook,Addressbook5,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","27,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook5,student_17,PO-No,A-Addressbook,second-day,msc-y,"3952,000","30,000","0,000","13,000","65,000","8930,000","2,481","3952,000","3952,000","3952,000"
Addressbook,Addressbook5,student_19,PO-No,C-Addressbook,first-day,phd,"4518,000","16,000","0,000","10,000","50,000","7770,000","2,158","4518,000","4518,000","4518,000"
Addressbook,Addressbook5,student_22,PO-No,C-Addressbook,first-day,phd,"1792,000","42,000","0,000","16,000","80,000","5417,000","1,505","1792,000","1792,000","1792,000"
Addressbook,Addressbook5,student_23,PO-No,C-Addressbook,first-day,phd,"3407,000","8,000","0,000","10,000","50,000","8221,000","2,284","3407,000","3407,000","3407,000"
Addressbook,Addressbook5,student_27,PO-No,A-Addressbook,second-day,phd,"1324,000","12,000","0,000","12,000","60,000","4926,000","1,368","1324,000","1324,000","1324,000"
Addressbook,Addressbook5,student_28,PO-No,A-Addressbook,second-day,phd,"2779,000","24,000","0,000","20,000","100,000","10966,000","3,046","2779,000","2779,000","2779,000"
Addressbook,Addressbook5,student_31,PO-No,A-Addressbook,second-day,phd,"2000,000","38,000","0,000","12,000","60,000","6041,000","1,678","2000,000","2000,000","2000,000"
Addressbook,Addressbook5,student_33,PO-No,A-Addressbook,second-day,phd,"2732,000","25,000","0,000","18,000","90,000","10641,000","2,956","2732,000","2732,000","2732,000"
Addressbook,Addressbook5,student_35,PO-No,A-Addressbook,second-day,phd,"2180,000","63,000","0,000","17,000","85,000","8069,000","2,241","2180,000","2180,000","2180,000"
Addressbook,Addressbook5,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"129,000","13,000","4201,000","5,000","25,000","6251,000","1,736","969,200","213,020","129,084"
Addressbook,Addressbook5,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"595,000","16,000","3636,000","9,000","45,000","6265,000","1,740","999,000","635,400","595,040"
