App,Test,Name,PO?,Group,Lab,Exp,Time,LOC,PO Time,# Test Cases Implemented,% over all,Total Time,Total Time h,Time 1x,Time 10x,Time 10000x
ExpressCart,ExpressCart7,student_25,PO-No,B-ExpressCart,first-day,phd,"525,000","24,000","0,000","13,000","86,667","9874,000","2,743","525,000","525,000","525,000"
ExpressCart,ExpressCart7,student_26,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","4,000","26,667","9036,000","2,510","0,000","0,000","0,000"
ExpressCart,ExpressCart7,student_29,PO-No,D-ExpressCart,second-day,phd,"0,000","38,000","0,000","6,000","40,000","7883,000","2,190","0,000","0,000","0,000"
ExpressCart,ExpressCart7,student_30,PO-No,B-ExpressCart,first-day,phd,"298,000","0,000","0,000","15,000","100,000","6799,000","1,889","298,000","298,000","298,000"
ExpressCart,ExpressCart7,student_32,PO-No,D-ExpressCart,second-day,phd,"304,000","10,000","0,000","10,000","66,667","9081,000","2,523","304,000","304,000","304,000"
ExpressCart,ExpressCart7,student_34,PO-No,B-ExpressCart,first-day,phd,"126,000","12,000","0,000","13,000","86,667","3403,000","0,945","126,000","126,000","126,000"
ExpressCart,ExpressCart8,student_0,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","2358,000","4,000","26,667","3013,000","0,837","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_1,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3270,000","3,000","20,000","4727,000","1,313","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_4,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4567,000","3,000","20,000","5980,000","1,661","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_5,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4335,000","3,000","20,000","5227,000","1,452","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_7,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","6185,000","3,000","20,000","7195,000","1,999","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_8,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3836,000","4,000","26,667","5784,000","1,607","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_9,PO-Yes,C-ExpressCartPO,second-day,msc-y,"341,000","0,000","6332,000","6,000","40,000","8706,000","2,418","1396,333","446,533","341,106"
ExpressCart,ExpressCart8,student_10,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5204,000","3,000","20,000","8519,000","2,366","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_11,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","5226,000","4,000","26,667","11261,000","3,128","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_13,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","3,000","5727,000","4,000","26,667","10293,000","2,859","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_15,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","2195,000","3,000","20,000","3806,000","1,057","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_17,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5253,000","4,000","26,667","7940,000","2,206","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_19,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","6287,000","3,000","20,000","9459,000","2,628","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_22,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","2152,000","3,000","20,000","4557,000","1,266","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_23,PO-Yes,C-ExpressCartPO,second-day,phd,"161,000","3,000","9317,000","8,000","53,333","11766,000","3,268","1325,625","277,463","161,116"
ExpressCart,ExpressCart8,student_27,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","5191,000","4,000","26,667","12067,000","3,352","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_28,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","8,000","8006,000","4,000","26,667","10985,000","3,051","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_31,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","4978,000","5,000","33,333","10429,000","2,897","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_33,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","6,000","8139,000","3,000","20,000","11876,000","3,299","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_35,PO-Yes,A-ExpressCartPO,first-day,phd,"220,000","0,000","5315,000","14,000","93,333","10500,000","2,917","599,643","257,964","220,038"
ExpressCart,ExpressCart8,student_2,PO-No,B-ExpressCart,first-day,msc-x,"0,000","6,000","0,000","5,000","33,333","8836,000","2,454","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_3,PO-No,B-ExpressCart,first-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3904,000","1,084","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_6,PO-No,D-ExpressCart,second-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3002,000","0,834","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_12,PO-No,D-ExpressCart,second-day,msc-y,"0,000","3,000","0,000","3,000","20,000","1523,000","0,423","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_14,PO-No,B-ExpressCart,first-day,msc-y,"113,000","7,000","0,000","12,000","80,000","6830,000","1,897","113,000","113,000","113,000"
ExpressCart,ExpressCart8,student_16,PO-No,B-ExpressCart,first-day,msc-y,"605,000","12,000","0,000","6,000","40,000","3383,000","0,940","605,000","605,000","605,000"
ExpressCart,ExpressCart8,student_18,PO-No,B-ExpressCart,first-day,msc-y,"332,000","0,000","0,000","6,000","40,000","8630,000","2,397","332,000","332,000","332,000"
ExpressCart,ExpressCart8,student_20,PO-No,B-ExpressCart,first-day,phd,"356,000","0,000","0,000","7,000","46,667","6212,000","1,726","356,000","356,000","356,000"
ExpressCart,ExpressCart8,student_21,PO-No,D-ExpressCart,second-day,phd,"0,000","0,000","0,000","5,000","33,333","8072,000","2,242","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_24,PO-No,B-ExpressCart,first-day,phd,"363,000","0,000","0,000","10,000","66,667","7192,000","1,998","363,000","363,000","363,000"
ExpressCart,ExpressCart8,student_25,PO-No,B-ExpressCart,first-day,phd,"435,000","7,000","0,000","13,000","86,667","9874,000","2,743","435,000","435,000","435,000"
ExpressCart,ExpressCart8,student_26,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","4,000","26,667","9036,000","2,510","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_29,PO-No,D-ExpressCart,second-day,phd,"0,000","12,000","0,000","6,000","40,000","7883,000","2,190","0,000","0,000","0,000"
ExpressCart,ExpressCart8,student_30,PO-No,B-ExpressCart,first-day,phd,"222,000","0,000","0,000","15,000","100,000","6799,000","1,889","222,000","222,000","222,000"
ExpressCart,ExpressCart8,student_32,PO-No,D-ExpressCart,second-day,phd,"392,000","3,000","0,000","10,000","66,667","9081,000","2,523","392,000","392,000","392,000"
ExpressCart,ExpressCart8,student_34,PO-No,B-ExpressCart,first-day,phd,"214,000","5,000","0,000","13,000","86,667","3403,000","0,945","214,000","214,000","214,000"
ExpressCart,ExpressCart9,student_0,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","2358,000","4,000","26,667","3013,000","0,837","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_1,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3270,000","3,000","20,000","4727,000","1,313","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_4,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4567,000","3,000","20,000","5980,000","1,661","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_5,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4335,000","3,000","20,000","5227,000","1,452","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_7,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","6185,000","3,000","20,000","7195,000","1,999","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_8,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3836,000","4,000","26,667","5784,000","1,607","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_9,PO-Yes,C-ExpressCartPO,second-day,msc-y,"139,000","0,000","6332,000","6,000","40,000","8706,000","2,418","1194,333","244,533","139,106"
ExpressCart,ExpressCart9,student_10,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5204,000","3,000","20,000","8519,000","2,366","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_11,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","5226,000","4,000","26,667","11261,000","3,128","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_13,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","3,000","5727,000","4,000","26,667","10293,000","2,859","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_15,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","2195,000","3,000","20,000","3806,000","1,057","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_17,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5253,000","4,000","26,667","7940,000","2,206","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_19,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","6287,000","3,000","20,000","9459,000","2,628","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_22,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","2152,000","3,000","20,000","4557,000","1,266","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_23,PO-Yes,C-ExpressCartPO,second-day,phd,"488,000","3,000","9317,000","8,000","53,333","11766,000","3,268","1652,625","604,463","488,116"
ExpressCart,ExpressCart9,student_27,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","5191,000","4,000","26,667","12067,000","3,352","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_28,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","8006,000","4,000","26,667","10985,000","3,051","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_31,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","4978,000","5,000","33,333","10429,000","2,897","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_33,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","6,000","8139,000","3,000","20,000","11876,000","3,299","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_35,PO-Yes,A-ExpressCartPO,first-day,phd,"119,000","0,000","5315,000","14,000","93,333","10500,000","2,917","498,643","156,964","119,038"
ExpressCart,ExpressCart9,student_2,PO-No,B-ExpressCart,first-day,msc-x,"0,000","6,000","0,000","5,000","33,333","8836,000","2,454","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_3,PO-No,B-ExpressCart,first-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3904,000","1,084","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_6,PO-No,D-ExpressCart,second-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3002,000","0,834","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_12,PO-No,D-ExpressCart,second-day,msc-y,"0,000","3,000","0,000","3,000","20,000","1523,000","0,423","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_14,PO-No,B-ExpressCart,first-day,msc-y,"252,000","7,000","0,000","12,000","80,000","6830,000","1,897","252,000","252,000","252,000"
ExpressCart,ExpressCart9,student_16,PO-No,B-ExpressCart,first-day,msc-y,"0,000","12,000","0,000","6,000","40,000","3383,000","0,940","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_18,PO-No,B-ExpressCart,first-day,msc-y,"216,000","0,000","0,000","6,000","40,000","8630,000","2,397","216,000","216,000","216,000"
ExpressCart,ExpressCart9,student_20,PO-No,B-ExpressCart,first-day,phd,"417,000","0,000","0,000","7,000","46,667","6212,000","1,726","417,000","417,000","417,000"
ExpressCart,ExpressCart9,student_21,PO-No,D-ExpressCart,second-day,phd,"0,000","0,000","0,000","5,000","33,333","8072,000","2,242","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_24,PO-No,B-ExpressCart,first-day,phd,"105,000","0,000","0,000","10,000","66,667","7192,000","1,998","105,000","105,000","105,000"
ExpressCart,ExpressCart9,student_25,PO-No,B-ExpressCart,first-day,phd,"276,000","7,000","0,000","13,000","86,667","9874,000","2,743","276,000","276,000","276,000"
ExpressCart,ExpressCart9,student_26,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","4,000","26,667","9036,000","2,510","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_29,PO-No,D-ExpressCart,second-day,phd,"0,000","12,000","0,000","6,000","40,000","7883,000","2,190","0,000","0,000","0,000"
ExpressCart,ExpressCart9,student_30,PO-No,B-ExpressCart,first-day,phd,"138,000","0,000","0,000","15,000","100,000","6799,000","1,889","138,000","138,000","138,000"
ExpressCart,ExpressCart9,student_32,PO-No,D-ExpressCart,second-day,phd,"207,000","3,000","0,000","10,000","66,667","9081,000","2,523","207,000","207,000","207,000"
ExpressCart,ExpressCart9,student_34,PO-No,B-ExpressCart,first-day,phd,"60,000","5,000","0,000","13,000","86,667","3403,000","0,945","60,000","60,000","60,000"
ExpressCart,ExpressCart10,student_0,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","2358,000","4,000","26,667","3013,000","0,837","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_1,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3270,000","3,000","20,000","4727,000","1,313","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_4,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4567,000","3,000","20,000","5980,000","1,661","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_5,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4335,000","3,000","20,000","5227,000","1,452","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_7,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","6185,000","3,000","20,000","7195,000","1,999","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_8,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3836,000","4,000","26,667","5784,000","1,607","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_9,PO-Yes,C-ExpressCartPO,second-day,msc-y,"1033,000","0,000","6332,000","6,000","40,000","8706,000","2,418","2088,333","1138,533","1033,106"
ExpressCart,ExpressCart10,student_10,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5204,000","3,000","20,000","8519,000","2,366","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_11,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","5226,000","4,000","26,667","11261,000","3,128","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_13,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","5,000","5727,000","4,000","26,667","10293,000","2,859","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_15,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","2195,000","3,000","20,000","3806,000","1,057","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_17,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5253,000","4,000","26,667","7940,000","2,206","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_19,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","6287,000","3,000","20,000","9459,000","2,628","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_22,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","2152,000","3,000","20,000","4557,000","1,266","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_23,PO-Yes,C-ExpressCartPO,second-day,phd,"153,000","4,000","9317,000","8,000","53,333","11766,000","3,268","1317,625","269,463","153,116"
ExpressCart,ExpressCart10,student_27,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","5191,000","4,000","26,667","12067,000","3,352","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_28,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","8006,000","4,000","26,667","10985,000","3,051","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_31,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","4978,000","5,000","33,333","10429,000","2,897","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_33,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","8139,000","3,000","20,000","11876,000","3,299","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_35,PO-Yes,A-ExpressCartPO,first-day,phd,"148,000","0,000","5315,000","14,000","93,333","10500,000","2,917","527,643","185,964","148,038"
ExpressCart,ExpressCart10,student_2,PO-No,B-ExpressCart,first-day,msc-x,"0,000","8,000","0,000","5,000","33,333","8836,000","2,454","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_3,PO-No,B-ExpressCart,first-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3904,000","1,084","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_6,PO-No,D-ExpressCart,second-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3002,000","0,834","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_12,PO-No,D-ExpressCart,second-day,msc-y,"0,000","3,000","0,000","3,000","20,000","1523,000","0,423","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_14,PO-No,B-ExpressCart,first-day,msc-y,"165,000","7,000","0,000","12,000","80,000","6830,000","1,897","165,000","165,000","165,000"
ExpressCart,ExpressCart10,student_16,PO-No,B-ExpressCart,first-day,msc-y,"0,000","15,000","0,000","6,000","40,000","3383,000","0,940","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_18,PO-No,B-ExpressCart,first-day,msc-y,"0,000","0,000","0,000","6,000","40,000","8630,000","2,397","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_20,PO-No,B-ExpressCart,first-day,phd,"320,000","0,000","0,000","7,000","46,667","6212,000","1,726","320,000","320,000","320,000"
ExpressCart,ExpressCart10,student_21,PO-No,D-ExpressCart,second-day,phd,"0,000","0,000","0,000","5,000","33,333","8072,000","2,242","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_24,PO-No,B-ExpressCart,first-day,phd,"266,000","0,000","0,000","10,000","66,667","7192,000","1,998","266,000","266,000","266,000"
ExpressCart,ExpressCart10,student_25,PO-No,B-ExpressCart,first-day,phd,"364,000","9,000","0,000","13,000","86,667","9874,000","2,743","364,000","364,000","364,000"
ExpressCart,ExpressCart10,student_26,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","4,000","26,667","9036,000","2,510","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_29,PO-No,D-ExpressCart,second-day,phd,"0,000","16,000","0,000","6,000","40,000","7883,000","2,190","0,000","0,000","0,000"
ExpressCart,ExpressCart10,student_30,PO-No,B-ExpressCart,first-day,phd,"229,000","0,000","0,000","15,000","100,000","6799,000","1,889","229,000","229,000","229,000"
ExpressCart,ExpressCart10,student_32,PO-No,D-ExpressCart,second-day,phd,"319,000","4,000","0,000","10,000","66,667","9081,000","2,523","319,000","319,000","319,000"
ExpressCart,ExpressCart10,student_34,PO-No,B-ExpressCart,first-day,phd,"263,000","6,000","0,000","13,000","86,667","3403,000","0,945","263,000","263,000","263,000"
ExpressCart,ExpressCart11,student_0,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","2358,000","4,000","26,667","3013,000","0,837","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_1,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3270,000","3,000","20,000","4727,000","1,313","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_4,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4567,000","3,000","20,000","5980,000","1,661","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_5,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4335,000","3,000","20,000","5227,000","1,452","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_7,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","6185,000","3,000","20,000","7195,000","1,999","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_8,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3836,000","4,000","26,667","5784,000","1,607","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_9,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","6332,000","6,000","40,000","8706,000","2,418","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_10,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5204,000","3,000","20,000","8519,000","2,366","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_11,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","5226,000","4,000","26,667","11261,000","3,128","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_13,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","10,000","5727,000","4,000","26,667","10293,000","2,859","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_15,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","2195,000","3,000","20,000","3806,000","1,057","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_17,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5253,000","4,000","26,667","7940,000","2,206","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_19,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","6287,000","3,000","20,000","9459,000","2,628","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_22,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","0,000","2152,000","3,000","20,000","4557,000","1,266","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_23,PO-Yes,C-ExpressCartPO,second-day,phd,"0,000","13,000","9317,000","8,000","53,333","11766,000","3,268","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_27,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","5191,000","4,000","26,667","12067,000","3,352","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_28,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","8006,000","4,000","26,667","10985,000","3,051","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_31,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","4978,000","5,000","33,333","10429,000","2,897","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_33,PO-Yes,A-ExpressCartPO,first-day,phd,"0,000","0,000","8139,000","3,000","20,000","11876,000","3,299","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_35,PO-Yes,A-ExpressCartPO,first-day,phd,"385,000","0,000","5315,000","14,000","93,333","10500,000","2,917","764,643","422,964","385,038"
ExpressCart,ExpressCart11,student_2,PO-No,B-ExpressCart,first-day,msc-x,"0,000","0,000","0,000","5,000","33,333","8836,000","2,454","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_3,PO-No,B-ExpressCart,first-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3904,000","1,084","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_6,PO-No,D-ExpressCart,second-day,msc-x,"0,000","0,000","0,000","4,000","26,667","3002,000","0,834","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_12,PO-No,D-ExpressCart,second-day,msc-y,"0,000","0,000","0,000","3,000","20,000","1523,000","0,423","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_14,PO-No,B-ExpressCart,first-day,msc-y,"486,000","21,000","0,000","12,000","80,000","6830,000","1,897","486,000","486,000","486,000"
ExpressCart,ExpressCart11,student_16,PO-No,B-ExpressCart,first-day,msc-y,"0,000","53,000","0,000","6,000","40,000","3383,000","0,940","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_18,PO-No,B-ExpressCart,first-day,msc-y,"0,000","0,000","0,000","6,000","40,000","8630,000","2,397","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_20,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","7,000","46,667","6212,000","1,726","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_21,PO-No,D-ExpressCart,second-day,phd,"0,000","0,000","0,000","5,000","33,333","8072,000","2,242","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_24,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","10,000","66,667","7192,000","1,998","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_25,PO-No,B-ExpressCart,first-day,phd,"786,000","35,000","0,000","13,000","86,667","9874,000","2,743","786,000","786,000","786,000"
ExpressCart,ExpressCart11,student_26,PO-No,B-ExpressCart,first-day,phd,"0,000","0,000","0,000","4,000","26,667","9036,000","2,510","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_29,PO-No,D-ExpressCart,second-day,phd,"0,000","0,000","0,000","6,000","40,000","7883,000","2,190","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_30,PO-No,B-ExpressCart,first-day,phd,"419,000","0,000","0,000","15,000","100,000","6799,000","1,889","419,000","419,000","419,000"
ExpressCart,ExpressCart11,student_32,PO-No,D-ExpressCart,second-day,phd,"0,000","14,000","0,000","10,000","66,667","9081,000","2,523","0,000","0,000","0,000"
ExpressCart,ExpressCart11,student_34,PO-No,B-ExpressCart,first-day,phd,"475,000","18,000","0,000","13,000","86,667","3403,000","0,945","475,000","475,000","475,000"
ExpressCart,ExpressCart12,student_0,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","2358,000","4,000","26,667","3013,000","0,837","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_1,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3270,000","3,000","20,000","4727,000","1,313","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_4,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4567,000","3,000","20,000","5980,000","1,661","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_5,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","4335,000","3,000","20,000","5227,000","1,452","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_7,PO-Yes,A-ExpressCartPO,first-day,msc-x,"0,000","0,000","6185,000","3,000","20,000","7195,000","1,999","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_8,PO-Yes,C-ExpressCartPO,second-day,msc-x,"0,000","0,000","3836,000","4,000","26,667","5784,000","1,607","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_9,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","6332,000","6,000","40,000","8706,000","2,418","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_10,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5204,000","3,000","20,000","8519,000","2,366","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_11,PO-Yes,C-ExpressCartPO,second-day,msc-y,"0,000","0,000","5226,000","4,000","26,667","11261,000","3,128","0,000","0,000","0,000"
ExpressCart,ExpressCart12,student_13,PO-Yes,A-ExpressCartPO,first-day,msc-y,"0,000","0,000","5727,000","4,000","26,667","10293,000","2,859","0,000","0,000","0,000"
